"date","type","home.team","away.team","home.score","away.score","home.line","home.bet","total","total.bet","season"
2017-10-08,"Week 5","DAL","GB",31,35,-2.5,"L",52,"O",2017
2017-10-08,"Week 5","NYG","LAC",22,27,-3,"L",45.5,"O",2017
2017-10-08,"Week 5","PHI","ARZ",34,7,-6,"W",45,"U",2017
2017-10-08,"Week 5","DET","CAR",24,27,-2,"L",42,"O",2017
2017-10-08,"Week 5","LAR","SEA",10,16,-2,"L",47,"U",2017
2017-10-09,"Week 5","CHI","MIN",17,20,3.5,"W",41,"U",2017
2017-10-12,"Week 6","CAR","PHI",23,28,-3,"L",44,"O",2017
2017-10-15,"Week 6","NYJ","NE",17,24,9,"W",48.5,"U",2017
2017-10-15,"Week 6","BAL","CHI",24,27,-5.5,"L",39.5,"O",2017
2017-10-15,"Week 6","HOU","CLE",33,17,-7.5,"W",46,"O",2017
2017-10-15,"Week 6","JAX","LAR",17,27,-1,"L",42,"O",2017
2017-10-15,"Week 6","DEN","NYG",10,23,-13.5,"L",37.5,"U",2017
2017-10-15,"Week 6","KC","PIT",13,19,-3.5,"L",46,"U",2017
2017-10-15,"Week 6","OAK","LAC",16,17,-3,"L",48.5,"U",2017
2017-10-15,"Week 6","WAS","SF",26,24,-12,"L",46,"O",2017
2017-10-15,"Week 6","MIN","GB",23,10,3,"W",46,"U",2017
2017-10-15,"Week 6","ATL","MIA",17,20,-14,"L",46,"U",2017
2017-10-15,"Week 6","NO","DET",52,38,-6,"W",50.5,"O",2017
2017-10-15,"Week 6","ARZ","TB",38,33,2.5,"W",46.5,"O",2017
2017-10-16,"Week 6","TEN","IND",36,22,-7,"W",46,"O",2017
2017-10-19,"Week 7","OAK","KC",31,30,3,"W",46.5,"O",2017
2017-10-22,"Week 7","BUF","TB",30,27,-3,"P",46.5,"O",2017
2017-10-22,"Week 7","MIA","NYJ",31,28,-3,"P",40,"O",2017
2017-10-22,"Week 7","NE","ATL",23,7,-3,"W",56.5,"U",2017
2017-10-22,"Week 7","CLE","TEN",9,12,5.5,"W",42.5,"U",2017
2017-10-22,"Week 7","PIT","CIN",29,14,-4,"W",40,"O",2017
2017-10-22,"Week 7","IND","JAX",0,27,3,"L",41,"U",2017
2017-10-22,"Week 7","LAC","DEN",21,0,1,"W",41,"U",2017
2017-10-22,"Week 7","NYG","SEA",7,24,4,"L",39,"U",2017
2017-10-22,"Week 7","CHI","CAR",17,3,2.5,"W",39.5,"U",2017
2017-10-22,"Week 7","GB","NO",17,26,3.5,"L",45.5,"U",2017
2017-10-22,"Week 7","MIN","BAL",24,16,-5,"W",37.5,"O",2017
2017-10-22,"Week 7","LAR","ARZ",33,0,-3,"W",45.5,"U",2017
2017-10-22,"Week 7","SF","DAL",10,40,6.5,"L",48,"O",2017
2017-10-23,"Week 7","PHI","WAS",34,24,-5,"W",48.5,"O",2017
2017-10-26,"Week 8","BAL","MIA",40,0,-3,"W",38,"O",2017
2017-10-29,"Week 8","BUF","OAK",34,14,-2,"W",47,"O",2017
2017-10-29,"Week 8","NE","LAC",21,13,-6.5,"W",49,"U",2017
2017-10-29,"Week 8","NYJ","ATL",20,25,6.5,"W",43.5,"O",2017
2017-10-29,"Week 8","CIN","IND",24,23,-11,"L",44,"O",2017
2017-10-29,"Week 8","CLE","MIN",16,33,11,"L",38.5,"O",2017
2017-10-29,"Week 8","PHI","SF",33,10,-13,"W",45,"U",2017
2017-10-29,"Week 8","WAS","DAL",19,33,3,"L",46.5,"O",2017
2017-10-29,"Week 8","DET","PIT",15,20,3,"L",44.5,"U",2017
2017-10-29,"Week 8","NO","CHI",20,12,-7.5,"W",46,"U",2017
2017-10-29,"Week 8","TB","CAR",3,17,-1.5,"L",46,"U",2017
2017-10-29,"Week 8","SEA","HOU",41,38,-6,"L",45,"O",2017
2017-10-30,"Week 8","KC","DEN",29,19,-7,"W",42,"O",2017
2017-11-02,"Week 9","NYJ","BUF",34,21,3,"W",42,"O",2017
2017-11-05,"Week 9","MIA","OAK",24,27,3,"P",44.5,"O",2017
2017-11-05,"Week 9","HOU","IND",14,20,-6,"L",45,"U",2017
2017-11-05,"Week 9","JAX","CIN",23,7,-6,"W",38,"U",2017
2017-11-05,"Week 9","TEN","BAL",23,20,-3,"P",41,"O",2017
2017-11-05,"Week 9","DAL","KC",28,17,-2.5,"W",53,"U",2017
2017-11-05,"Week 9","NYG","LAR",17,51,5.5,"L",42.5,"O",2017
2017-11-05,"Week 9","PHI","DEN",51,23,-7,"W",41,"O",2017
2017-11-05,"Week 9","CAR","ATL",20,17,3,"W",42,"U",2017
2017-11-05,"Week 9","NO","TB",30,10,-7,"W",54,"U",2017
2017-11-05,"Week 9","SF","ARZ",10,20,2.5,"L",39,"U",2017
2017-11-05,"Week 9","SEA","WAS",14,17,-8,"L",44.5,"U",2017
2017-11-06,"Week 9","GB","DET",17,30,2.5,"L",42.5,"O",2017
2017-11-09,"Week 10","ARZ","SEA",16,22,6,"P",40,"U",2017
2017-11-12,"Week 10","BUF","NO",10,47,2,"L",48.5,"O",2017
2017-11-12,"Week 10","IND","PIT",17,20,10.5,"W",47,"U",2017
2017-11-12,"Week 10","JAX","LAC",20,17,-5,"L",40.5,"U",2017
2017-11-12,"Week 10","TEN","CIN",24,20,-4.5,"L",40.5,"O",2017
2017-11-12,"Week 10","DEN","NE",16,41,7,"L",45,"O",2017
2017-11-12,"Week 10","WAS","MIN",30,38,1,"L",43,"O",2017
2017-11-12,"Week 10","CHI","GB",16,23,-4.5,"L",37.5,"O",2017
2017-11-12,"Week 10","DET","CLE",38,24,-10.5,"W",42.5,"O",2017
2017-11-12,"Week 10","ATL","DAL",27,7,-3.5,"W",49,"U",2017
2017-11-12,"Week 10","TB","NYJ",15,10,-1,"W",44.5,"U",2017
2017-11-12,"Week 10","LAR","HOU",33,7,-12,"W",45,"U",2017
2017-11-12,"Week 10","SF","NYG",31,21,3,"W",41.5,"O",2017
2017-11-13,"Week 10","CAR","MIA",45,21,-8,"W",38.5,"O",2017
2017-11-16,"Week 11","PIT","TEN",40,17,-7,"W",44.5,"O",2017
2017-11-19,"Week 11","MIA","TB",20,30,1,"L",44,"O",2017
2017-11-19,"Week 11","CLE","JAX",7,19,7.5,"L",37,"U",2017
2017-11-19,"Week 11","HOU","ARZ",31,21,-2.5,"W",38,"O",2017
2017-11-19,"Week 11","DEN","CIN",17,20,-2.5,"L",37.5,"U",2017
2017-11-19,"Week 11","LAC","BUF",54,24,-7,"W",41.5,"O",2017
2017-11-19,"Week 11","OAK","NE",8,33,7,"L",55,"U",2017
2017-11-19,"Week 11","DAL","PHI",9,37,6,"L",48,"U",2017
2017-11-19,"Week 11","NYG","KC",12,9,10,"W",44.5,"U",2017
2017-11-19,"Week 11","CHI","DET",24,27,3,"P",41,"O",2017
2017-11-19,"Week 11","GB","BAL",0,23,2.5,"L",38.5,"U",2017
2017-11-19,"Week 11","MIN","LAR",24,7,-1,"W",46,"U",2017
2017-11-19,"Week 11","NO","WAS",34,31,-9.5,"L",52.5,"O",2017
2017-11-20,"Week 11","SEA","ATL",31,34,1,"L",46,"O",2017
2017-11-23,"Week 12","DAL","LAC",6,28,1,"L",46.5,"U",2017
2017-11-23,"Week 12","WAS","NYG",20,10,-7,"W",44,"U",2017
2017-11-23,"Week 12","DET","MIN",23,30,2.5,"L",46,"O",2017
2017-11-26,"Week 12","NE","MIA",35,17,-17,"W",49,"O",2017
2017-11-26,"Week 12","NYJ","CAR",27,35,5.5,"L",39.5,"O",2017
2017-11-26,"Week 12","CIN","CLE",30,16,-7.5,"W",39,"O",2017
2017-11-26,"Week 12","PIT","GB",31,28,-14,"L",42.5,"O",2017
2017-11-26,"Week 12","IND","TEN",16,20,3,"L",46.5,"U",2017
2017-11-26,"Week 12","KC","BUF",10,16,-8.5,"L",47,"U",2017
2017-11-26,"Week 12","OAK","DEN",21,14,-3.5,"W",41,"U",2017
2017-11-26,"Week 12","PHI","CHI",31,3,-14,"W",43.5,"U",2017
2017-11-26,"Week 12","ATL","TB",34,20,-10.5,"W",47,"O",2017
2017-11-26,"Week 12","ARZ","JAX",27,24,6,"W",37.5,"O",2017
2017-11-26,"Week 12","LAR","NO",26,20,-2.5,"W",54,"U",2017
2017-11-26,"Week 12","SF","SEA",13,24,7,"L",45,"U",2017
2017-11-27,"Week 12","BAL","HOU",23,16,-7.5,"L",39.5,"U",2017
2017-11-30,"Week 13","DAL","WAS",38,14,1.5,"W",47,"O",2017
2017-12-03,"Week 13","BUF","NE",3,23,7.5,"L",48.5,"U",2017
2017-12-03,"Week 13","MIA","DEN",35,9,1,"W",41,"O",2017
2017-12-03,"Week 13","NYJ","KC",38,31,4,"W",44,"O",2017
2017-12-03,"Week 13","BAL","DET",44,20,-2.5,"W",43,"O",2017
2017-12-03,"Week 13","JAX","IND",30,10,-10,"W",41,"U",2017
2017-12-03,"Week 13","TEN","HOU",24,13,-7,"W",42.5,"U",2017
2017-12-03,"Week 13","LAC","CLE",19,10,-13.5,"L",45,"U",2017
2017-12-03,"Week 13","OAK","NYG",24,17,-10,"L",43,"U",2017
2017-12-03,"Week 13","CHI","SF",14,15,-2.5,"L",42,"U",2017
2017-12-03,"Week 13","GB","TB",26,20,-3,"W",45,"O",2017
2017-12-03,"Week 13","ATL","MIN",9,14,-2,"L",48.5,"U",2017
2017-12-03,"Week 13","NO","CAR",31,21,-5.5,"W",48,"O",2017
2017-12-03,"Week 13","ARZ","LAR",16,32,7.5,"L",43,"O",2017
2017-12-03,"Week 13","SEA","PHI",24,10,3.5,"W",46.5,"U",2017
2017-12-04,"Week 13","CIN","PIT",20,23,4.5,"W",42.5,"O",2017
2017-12-07,"Week 14","ATL","NO",20,17,-2.5,"W",51.5,"U",2017
2017-12-10,"Week 14","BUF","IND",13,7,-3.5,"W",36.5,"U",2017
2017-12-10,"Week 14","CIN","CHI",7,33,-6,"L",40.5,"U",2017
2017-12-10,"Week 14","CLE","GB",21,27,2.5,"L",38.5,"O",2017
2017-12-10,"Week 14","PIT","BAL",39,38,-6,"L",43,"O",2017
2017-12-10,"Week 14","HOU","SF",16,26,-1,"L",45.5,"U",2017
2017-12-10,"Week 14","JAX","SEA",30,24,-3,"W",41,"O",2017
2017-12-10,"Week 14","DEN","NYJ",23,0,1,"W",40.5,"U",2017
2017-12-10,"Week 14","KC","OAK",26,15,-4.5,"W",48.5,"U",2017
2017-12-10,"Week 14","LAC","WAS",30,13,-6,"W",46.5,"U",2017
2017-12-10,"Week 14","NYG","DAL",10,30,4,"L",42,"U",2017
2017-12-10,"Week 14","CAR","MIN",31,24,2.5,"W",40.5,"O",2017
2017-12-10,"Week 14","ARZ","TEN",12,7,2.5,"W",42,"U",2017
2017-12-10,"Week 14","LAR","PHI",35,43,-1,"L",47.5,"O",2017
2017-12-11,"Week 14","MIA","NE",27,20,10.5,"W",48,"U",2017
2017-12-14,"Week 15","IND","DEN",13,25,3,"L",40.5,"U",2017
2017-12-16,"Week 15","KC","LAC",30,13,-1,"W",47,"U",2017
2017-12-16,"Week 15","DET","CHI",20,10,-5,"W",43.5,"U",2017
2017-12-17,"Week 15","BUF","MIA",24,16,-3.5,"W",39.5,"O",2017
2017-12-17,"Week 15","CLE","BAL",10,27,6.5,"L",42,"U",2017
2017-12-17,"Week 15","PIT","NE",24,27,2.5,"L",52.5,"U",2017
2017-12-17,"Week 15","JAX","HOU",45,7,-10.5,"W",39,"O",2017
2017-12-17,"Week 15","OAK","DAL",17,20,3,"P",46,"U",2017
2017-12-17,"Week 15","NYG","PHI",29,34,7.5,"W",40.5,"O",2017
2017-12-17,"Week 15","WAS","ARZ",20,15,-4,"W",40,"U",2017
2017-12-17,"Week 15","MIN","CIN",34,7,-12.5,"W",42.5,"U",2017
2017-12-17,"Week 15","CAR","GB",31,24,-3,"W",46.5,"O",2017
2017-12-17,"Week 15","NO","NYJ",31,19,-16.5,"L",47,"O",2017
2017-12-17,"Week 15","SF","TEN",25,23,-2.5,"L",44.5,"O",2017
2017-12-17,"Week 15","SEA","LAR",7,42,1,"L",47.5,"O",2017
2017-12-18,"Week 15","TB","ATL",21,24,7,"W",49.5,"U",2017
2017-12-23,"Week 16","BAL","IND",23,16,-13.5,"L",41,"U",2017
2017-12-23,"Week 16","GB","MIN",0,16,8.5,"L",41,"U",2017
2017-12-24,"Week 16","NE","BUF",37,16,-11,"W",47.5,"O",2017
2017-12-24,"Week 16","NYJ","LAC",7,14,7.5,"W",42.5,"U",2017
2017-12-24,"Week 16","CIN","DET",26,17,3.5,"W",43.5,"U",2017
2017-12-24,"Week 16","TEN","LAR",23,27,5.5,"W",46,"O",2017
2017-12-24,"Week 16","KC","MIA",29,13,-11,"W",43.5,"U",2017
2017-12-24,"Week 16","DAL","SEA",12,21,-4.5,"L",47,"U",2017
2017-12-24,"Week 16","WAS","DEN",27,11,-3,"W",39.5,"U",2017
2017-12-24,"Week 16","CHI","CLE",20,3,-5.5,"W",37,"U",2017
2017-12-24,"Week 16","CAR","TB",22,19,-10,"L",46.5,"U",2017
2017-12-24,"Week 16","NO","ATL",23,13,-5.5,"W",52,"U",2017
2017-12-24,"Week 16","ARZ","NYG",23,0,-3,"W",39,"U",2017
2017-12-24,"Week 16","SF","JAX",44,33,4,"W",43,"O",2017
2017-12-25,"Week 16","HOU","PIT",6,34,8,"L",45.5,"U",2017
2017-12-25,"Week 16","PHI","OAK",19,10,-10,"L",46,"U",2017
2017-12-31,"Week 17","MIA","BUF",16,22,2.5,"L",41.5,"U",2017
2017-12-31,"Week 17","NE","NYJ",26,6,-17,"W",43.5,"U",2017
2017-12-31,"Week 17","BAL","CIN",27,31,-8,"L",40,"O",2017
2017-12-31,"Week 17","PIT","CLE",28,24,-5,"L",38.5,"O",2017
2017-12-31,"Week 17","IND","HOU",22,13,-5.5,"W",41.5,"U",2017
2017-12-31,"Week 17","TEN","JAX",15,10,-2.5,"W",40,"U",2017
2017-12-31,"Week 17","DEN","KC",24,27,-3,"L",37.5,"O",2017
2017-12-31,"Week 17","LAC","OAK",30,10,-7,"W",43,"U",2017
2017-12-31,"Week 17","NYG","WAS",18,10,4.5,"W",41,"U",2017
2017-12-31,"Week 17","PHI","DAL",0,6,3.5,"L",41,"U",2017
2017-12-31,"Week 17","DET","GB",35,11,-7.5,"W",44.5,"O",2017
2017-12-31,"Week 17","MIN","CHI",23,10,-13.5,"L",38.5,"U",2017
2017-12-31,"Week 17","ATL","CAR",22,10,-5,"W",44.5,"U",2017
2017-12-31,"Week 17","TB","NO",31,24,6,"W",49,"O",2017
2017-12-31,"Week 17","LAR","SF",13,34,6,"L",44.5,"O",2017
2017-12-31,"Week 17","SEA","ARZ",24,26,-8,"L",38,"O",2017
2018-01-06,"Wildcard","KC","TEN",21,22,-8.5,"L",44,"U",2017
2018-01-06,"Wildcard","LAR","ATL",13,26,-6.5,"L",48,"U",2017
2018-01-07,"Wildcard","JAX","BUF",10,3,-8,"L",39.5,"U",2017
2018-01-07,"Wildcard","NO","CAR",31,26,-6.5,"L",47.5,"O",2017
2018-01-13,"Divisional","NE","TEN",35,14,-13.5,"W",48.5,"O",2017
2018-01-13,"Divisional","PHI","ATL",15,10,2.5,"W",40,"U",2017
2018-01-14,"Divisional","PIT","JAX",42,45,-7,"L",40.5,"O",2017
2018-01-14,"Divisional","MIN","NO",29,24,-5.5,"L",46.5,"O",2017
2018-01-21,"Conference","NE","JAX",24,20,-7.5,"L",46,"U",2017
2018-01-21,"Conference","PHI","MIN",38,7,3,"W",39,"O",2017
2018-02-04,"Super Bowl","NE","PHI",33,41,-4.5,"L",48.5,"O",2017
2018-09-06,"Week 1","PHI","ATL",18,12,-1,"W",44.5,"U",2018
2018-09-09,"Week 1","MIA","TEN",27,20,1,"W",43.5,"O",2018
2018-09-09,"Week 1","NE","HOU",27,20,-6,"W",49.5,"U",2018
2018-09-09,"Week 1","BAL","BUF",47,3,-7.5,"W",39,"O",2018
2018-09-09,"Week 1","CLE","PIT",21,21,3.5,"W",41,"O",2018
2018-09-09,"Week 1","IND","CIN",23,34,1,"L",47.5,"O",2018
2018-09-09,"Week 1","DEN","SEA",27,24,-3,"P",42.5,"O",2018
2018-09-09,"Week 1","LAC","KC",28,38,-3.5,"L",48,"O",2018
2018-09-09,"Week 1","NYG","JAX",15,20,2.5,"L",43,"U",2018
2018-09-09,"Week 1","GB","CHI",24,23,-6.5,"L",45,"O",2018
2018-09-09,"Week 1","MIN","SF",24,16,-6,"W",46.5,"U",2018
2018-09-09,"Week 1","CAR","DAL",16,8,-2.5,"W",42.5,"U",2018
2018-09-09,"Week 1","NO","TB",40,48,-10,"L",50,"O",2018
2018-09-09,"Week 1","ARZ","WAS",6,24,-2,"L",43.5,"U",2018
2018-09-10,"Week 1","OAK","LAR",13,33,6.5,"L",47.5,"U",2018
2018-09-10,"Week 1","DET","NYJ",17,48,-7,"L",44,"O",2018
2018-09-13,"Week 2","CIN","BAL",34,23,-1,"W",43,"O",2018
2018-09-16,"Week 2","BUF","LAC",20,31,7.5,"L",41.5,"O",2018
2018-09-16,"Week 2","NYJ","MIA",12,20,-3,"L",43,"U",2018
2018-09-16,"Week 2","PIT","KC",37,42,-4.5,"L",52,"O",2018
2018-09-16,"Week 2","JAX","NE",31,20,2,"W",44.5,"O",2018
2018-09-16,"Week 2","TEN","HOU",20,17,3.5,"W",41,"U",2018
2018-09-16,"Week 2","DEN","OAK",20,19,-5.5,"L",44,"U",2018
2018-09-16,"Week 2","DAL","NYG",20,13,-3,"W",42,"U",2018
2018-09-16,"Week 2","WAS","IND",9,21,-6,"L",48,"U",2018
2018-09-16,"Week 2","GB","MIN",29,29,2,"W",45,"O",2018
2018-09-16,"Week 2","ATL","CAR",31,24,-5.5,"W",44,"O",2018
2018-09-16,"Week 2","NO","CLE",21,18,-10,"L",51,"U",2018
2018-09-16,"Week 2","TB","PHI",27,21,3,"W",46.5,"O",2018
2018-09-16,"Week 2","LAR","ARZ",34,0,-13.5,"W",43.5,"U",2018
2018-09-16,"Week 2","SF","DET",30,27,-6,"L",48.5,"O",2018
2018-09-17,"Week 2","CHI","SEA",24,17,-4.5,"W",42.5,"U",2018
2018-09-20,"Week 3","CLE","NYJ",21,17,-3,"W",41,"U",2018
2018-09-23,"Week 3","MIA","OAK",28,20,-3,"W",46,"O",2018
2018-09-23,"Week 3","BAL","DEN",27,14,-5.5,"W",46,"U",2018
2018-09-23,"Week 3","HOU","NYG",22,27,-6.5,"L",44,"O",2018
2018-09-23,"Week 3","JAX","TEN",6,9,-10,"L",39,"U",2018
2018-09-23,"Week 3","KC","SF",38,27,-5.5,"W",53,"O",2018
2018-09-23,"Week 3","PHI","IND",20,16,-6.5,"L",45.5,"U",2018
2018-09-23,"Week 3","WAS","GB",31,17,2.5,"W",45.5,"O",2018
2018-09-23,"Week 3","DET","NE",26,10,7,"W",55,"U",2018
2018-09-23,"Week 3","MIN","BUF",6,27,-16.5,"L",41,"U",2018
2018-09-23,"Week 3","ATL","NO",37,43,-1.5,"L",54,"O",2018
2018-09-23,"Week 3","CAR","CIN",31,21,-2.5,"W",44,"O",2018
2018-09-23,"Week 3","ARZ","CHI",14,16,5.5,"W",39,"U",2018
2018-09-23,"Week 3","LAR","LAC",35,23,-7.5,"W",49,"O",2018
2018-09-23,"Week 3","SEA","DAL",24,13,-1,"W",40,"U",2018
2018-09-24,"Week 3","TB","PIT",27,30,-1,"L",55,"O",2018
2018-09-27,"Week 4","LAR","MIN",38,31,-7.5,"L",48.5,"O",2018
2018-09-30,"Week 4","NE","MIA",38,7,-6.5,"W",50.5,"U",2018
2018-09-30,"Week 4","PIT","BAL",14,26,-3,"L",51,"U",2018
2018-09-30,"Week 4","IND","HOU",34,37,1,"L",48,"O",2018
2018-09-30,"Week 4","JAX","NYJ",31,12,-7.5,"W",40.5,"O",2018
2018-09-30,"Week 4","TEN","PHI",26,23,3,"W",41.5,"O",2018
2018-09-30,"Week 4","LAC","SF",29,27,-10.5,"L",46,"O",2018
2018-09-30,"Week 4","OAK","CLE",45,42,-2.5,"W",44.5,"O",2018
2018-09-30,"Week 4","DAL","DET",26,24,-2.5,"L",43.5,"O",2018
2018-09-30,"Week 4","NYG","NO",18,33,3.5,"L",51.5,"U",2018
2018-09-30,"Week 4","CHI","TB",48,10,-3,"W",46,"O",2018
2018-09-30,"Week 4","GB","BUF",22,0,-8.5,"W",43.5,"U",2018
2018-09-30,"Week 4","ATL","CIN",36,37,-3.5,"L",52.5,"O",2018
2018-09-30,"Week 4","ARZ","SEA",17,20,3.5,"W",40,"U",2018
2018-10-01,"Week 4","DEN","KC",23,27,3.5,"L",53.5,"U",2018
2018-10-04,"Week 5","NE","IND",38,24,-10.5,"W",49.5,"O",2018
2018-10-07,"Week 5","BUF","TEN",13,12,6,"W",38.5,"U",2018
2018-10-07,"Week 5","NYJ","DEN",34,16,-1,"W",43,"O",2018
2018-10-07,"Week 5","CIN","MIA",27,17,-6.5,"W",47.5,"U",2018
2018-10-07,"Week 5","CLE","BAL",12,9,3,"W",44.5,"U",2018
2018-10-07,"Week 5","PIT","ATL",41,17,-3.5,"W",57,"O",2018
2018-10-07,"Week 5","HOU","DAL",19,16,-3.5,"L",45.5,"U",2018
2018-10-07,"Week 5","KC","JAX",30,14,-3,"W",48,"U",2018
2018-10-07,"Week 5","LAC","OAK",26,10,-5,"W",52,"U",2018
2018-10-07,"Week 5","PHI","MIN",21,23,-3.5,"L",48,"U",2018
2018-10-07,"Week 5","DET","GB",31,23,-1,"W",50,"O",2018
2018-10-07,"Week 5","CAR","NYG",33,31,-7,"L",43.5,"O",2018
2018-10-07,"Week 5","SF","ARZ",18,28,-3,"L",40.5,"O",2018
2018-10-07,"Week 5","SEA","LAR",31,33,7.5,"W",50.5,"O",2018
2018-10-08,"Week 5","NO","WAS",43,19,-5.5,"W",51.5,"O",2018
2018-10-11,"Week 6","NYG","PHI",13,34,1.5,"L",45,"O",2018
2018-10-14,"Week 6","MIA","CHI",31,28,7.5,"W",40.5,"O",2018
2018-10-14,"Week 6","NE","KC",43,40,-3.5,"L",59.5,"O",2018
2018-10-14,"Week 6","NYJ","IND",42,34,-2.5,"W",47.5,"O",2018
2018-10-14,"Week 6","CIN","PIT",21,28,-1.5,"L",49.5,"U",2018
2018-10-14,"Week 6","CLE","LAC",14,38,-1,"L",47,"O",2018
2018-10-14,"Week 6","HOU","BUF",20,13,-10.5,"L",40.5,"U",2018
2018-10-14,"Week 6","TEN","BAL",0,21,2.5,"L",43.5,"U",2018
2018-10-14,"Week 6","DEN","LAR",20,23,7,"W",50,"U",2018
2018-10-14,"Week 6","OAK","SEA",3,27,3,"L",48,"U",2018
2018-10-14,"Week 6","DAL","JAX",40,7,3,"W",39,"O",2018
2018-10-14,"Week 6","WAS","CAR",23,17,1,"W",44.5,"U",2018
2018-10-14,"Week 6","MIN","ARZ",27,17,-10,"P",43.5,"O",2018
2018-10-14,"Week 6","ATL","TB",34,29,-3,"W",57,"O",2018
2018-10-15,"Week 6","GB","SF",33,30,-9,"L",46.5,"O",2018
2018-10-18,"Week 7","ARZ","DEN",10,45,1,"L",42.5,"O",2018
2018-10-21,"Week 7","MIA","DET",21,32,3,"L",47,"O",2018
2018-10-21,"Week 7","NYJ","MIN",17,37,3.5,"L",45,"O",2018
2018-10-21,"Week 7","BAL","NO",23,24,-2.5,"L",49,"U",2018
2018-10-21,"Week 7","IND","BUF",37,5,-7,"W",43.5,"U",2018
2018-10-21,"Week 7","JAX","HOU",7,20,-3.5,"L",42.5,"U",2018
2018-10-21,"Week 7","KC","CIN",45,10,-6.5,"W",56,"U",2018
2018-10-21,"Week 7","LAC","TEN",20,19,-6.5,"L",46,"U",2018
2018-10-21,"Week 7","PHI","CAR",17,21,-5,"L",45,"U",2018
2018-10-21,"Week 7","WAS","DAL",20,17,1,"W",40.5,"U",2018
2018-10-21,"Week 7","CHI","NE",31,38,1,"L",48.5,"O",2018
2018-10-21,"Week 7","TB","CLE",26,23,-3.5,"L",52.5,"U",2018
2018-10-21,"Week 7","SF","LAR",10,39,8,"L",52,"U",2018
2018-10-22,"Week 7","ATL","NYG",23,20,-4.5,"L",52,"U",2018
2018-10-25,"Week 8","HOU","MIA",42,23,-7.5,"W",45,"O",2018
2018-10-28,"Week 8","CIN","TB",37,34,-3.5,"L",55,"O",2018
2018-10-28,"Week 8","PIT","CLE",33,18,-8.5,"W",47.5,"O",2018
2018-10-28,"Week 8","JAX","PHI",18,24,3.5,"L",44,"U",2018
2018-10-28,"Week 8","KC","DEN",30,23,-8.5,"L",53,"P",2018
2018-10-28,"Week 8","OAK","IND",28,42,3.5,"L",51,"O",2018
2018-10-28,"Week 8","NYG","WAS",13,20,1,"L",44,"U",2018
2018-10-28,"Week 8","CHI","NYJ",24,10,-8.5,"W",42.5,"U",2018
2018-10-28,"Week 8","DET","SEA",14,28,-3,"L",48,"U",2018
2018-10-28,"Week 8","MIN","NO",20,30,2.5,"L",53.5,"U",2018
2018-10-28,"Week 8","CAR","BAL",36,21,2.5,"W",44,"O",2018
2018-10-28,"Week 8","ARZ","SF",18,15,2.5,"W",40,"U",2018
2018-10-28,"Week 8","LAR","GB",29,27,-7.5,"L",57,"U",2018
2018-10-29,"Week 8","BUF","NE",6,25,13.5,"L",44.5,"U",2018
2018-11-01,"Week 9","SF","OAK",34,3,1.5,"W",44,"U",2018
2018-11-04,"Week 9","BUF","CHI",9,41,10.5,"L",38,"O",2018
2018-11-04,"Week 9","MIA","NYJ",13,6,-3,"W",43,"U",2018
2018-11-04,"Week 9","NE","GB",31,17,-5,"W",56,"U",2018
2018-11-04,"Week 9","BAL","PIT",16,23,-1.5,"L",46.5,"U",2018
2018-11-04,"Week 9","CLE","KC",21,37,7.5,"L",51.5,"O",2018
2018-11-04,"Week 9","DEN","HOU",17,19,-1,"L",46.5,"U",2018
2018-11-04,"Week 9","WAS","ATL",14,38,-1.5,"L",46.5,"O",2018
2018-11-04,"Week 9","MIN","DET",24,9,-4.5,"W",47.5,"U",2018
2018-11-04,"Week 9","CAR","TB",42,28,-6,"W",55.5,"O",2018
2018-11-04,"Week 9","NO","LAR",45,35,1.5,"W",57,"O",2018
2018-11-04,"Week 9","SEA","LAC",17,25,-1,"L",48,"U",2018
2018-11-05,"Week 9","DAL","TEN",14,28,-4.5,"L",40.5,"O",2018
2018-11-08,"Week 10","PIT","CAR",52,21,-3.5,"W",51,"O",2018
2018-11-11,"Week 10","NYJ","BUF",10,41,-7,"L",38,"O",2018
2018-11-11,"Week 10","CIN","NO",14,51,6,"L",53.5,"O",2018
2018-11-11,"Week 10","CLE","ATL",28,16,5.5,"W",49.5,"U",2018
2018-11-11,"Week 10","IND","JAX",29,26,-3,"P",48,"O",2018
2018-11-11,"Week 10","TEN","NE",34,10,6.5,"W",47,"U",2018
2018-11-11,"Week 10","KC","ARZ",26,14,-16.5,"L",49.5,"U",2018
2018-11-11,"Week 10","OAK","LAC",6,20,10.5,"L",50,"U",2018
2018-11-11,"Week 10","PHI","DAL",20,27,-7.5,"L",45.5,"O",2018
2018-11-11,"Week 10","CHI","DET",34,22,-7.5,"W",44.5,"O",2018
2018-11-11,"Week 10","GB","MIA",31,12,-11,"W",48.5,"U",2018
2018-11-11,"Week 10","TB","WAS",3,16,-3.5,"L",51,"U",2018
2018-11-11,"Week 10","LAR","SEA",36,31,-10,"L",51,"O",2018
2018-11-12,"Week 10","SF","NYG",23,27,-3,"L",45,"O",2018
2018-11-15,"Week 11","SEA","GB",27,24,-3,"P",49,"O",2018
2018-11-18,"Week 11","BAL","CIN",24,21,-6.5,"L",44,"O",2018
2018-11-18,"Week 11","IND","TEN",38,10,-1,"W",50,"U",2018
2018-11-18,"Week 11","JAX","PIT",16,20,4,"P",47,"U",2018
