"date","type","home.team","away.team","home.score","away.score","home.line","over.under","season"
2009-11-22,"Week 11","L.A. Rams","Arizona",13,21,9.5,46.5,2009
2009-11-23,"Week 11","Houston","Tennessee",17,20,-4,48,2009
2009-11-26,"Week 12","Denver","N.Y. Giants",26,6,4.5,43.5,2009
2009-11-26,"Week 12","Dallas","Oakland",24,7,-13.5,40.5,2009
2009-11-26,"Week 12","Detroit","Green Bay",12,34,11,48,2009
2009-11-29,"Week 12","Buffalo","Miami",31,14,3.5,38,2009
2009-11-29,"Week 12","N.Y. Jets","Carolina",17,6,-3.5,41.5,2009
2009-11-29,"Week 12","Baltimore","Pittsburgh",20,17,-9,35,2009
2009-11-29,"Week 12","Cincinnati","Cleveland",16,7,-12,39.5,2009
2009-11-29,"Week 12","Houston","Indianapolis",27,35,3,48,2009
2009-11-29,"Week 12","Tennessee","Arizona",20,17,-3.5,44.5,2009
2009-11-29,"Week 12","L.A. Chargers","Kansas City",43,14,-13.5,44.5,2009
2009-11-29,"Week 12","Philadelphia","Washington",27,24,-9.5,40.5,2009
2009-11-29,"Week 12","Minnesota","Chicago",36,10,-10,47,2009
2009-11-29,"Week 12","Atlanta","Tampa Bay",20,17,-12,46,2009
2009-11-29,"Week 12","L.A. Rams","Seattle",17,27,3.5,42.5,2009
2009-11-29,"Week 12","San Francisco","Jacksonville",20,3,-3,42.5,2009
2009-11-30,"Week 12","New Orleans","New England",38,17,-1,57,2009
2009-12-03,"Week 13","Buffalo","N.Y. Jets",13,19,3.5,37,2009
2009-12-06,"Week 13","Miami","New England",22,21,4.5,46,2009
2009-12-06,"Week 13","Cincinnati","Detroit",23,13,-13.5,42,2009
2009-12-06,"Week 13","Cleveland","L.A. Chargers",23,30,13.5,42.5,2009
2009-12-06,"Week 13","Pittsburgh","Oakland",24,27,-14.5,37,2009
2009-12-06,"Week 13","Indianapolis","Tennessee",27,17,-6,47,2009
2009-12-06,"Week 13","Jacksonville","Houston",23,18,1,47.5,2009
2009-12-06,"Week 13","Kansas City","Denver",13,44,6,39,2009
2009-12-06,"Week 13","N.Y. Giants","Dallas",31,24,1,45.5,2009
2009-12-06,"Week 13","Washington","New Orleans",30,33,9,46.5,2009
2009-12-06,"Week 13","Chicago","L.A. Rams",17,9,-9.5,41,2009
2009-12-06,"Week 13","Atlanta","Philadelphia",7,34,4,43.5,2009
2009-12-06,"Week 13","Carolina","Tampa Bay",16,6,-3.5,40,2009
2009-12-06,"Week 13","Arizona","Minnesota",30,17,3.5,48,2009
2009-12-06,"Week 13","Seattle","San Francisco",20,17,1,41.5,2009
2009-12-07,"Week 13","Green Bay","Baltimore",27,14,-3.5,43,2009
2009-12-10,"Week 14","Cleveland","Pittsburgh",13,6,9.5,34,2009
2009-12-13,"Week 14","New England","Carolina",20,10,-12.5,43.5,2009
2009-12-13,"Week 14","Baltimore","Detroit",48,3,-14,40.5,2009
2009-12-13,"Week 14","Houston","Seattle",34,7,-7,44.5,2009
2009-12-13,"Week 14","Indianapolis","Denver",28,16,-6.5,43.5,2009
2009-12-13,"Week 14","Jacksonville","Miami",10,14,-3,43,2009
2009-12-13,"Week 14","Tennessee","L.A. Rams",47,7,-13.5,40,2009
2009-12-13,"Week 14","Kansas City","Buffalo",10,16,1,38,2009
2009-12-13,"Week 14","Oakland","Washington",13,34,1,37.5,2009
2009-12-13,"Week 14","Dallas","L.A. Chargers",17,20,-3.5,48.5,2009
2009-12-13,"Week 14","N.Y. Giants","Philadelphia",38,45,1,42.5,2009
2009-12-13,"Week 14","Chicago","Green Bay",14,21,4,41,2009
2009-12-13,"Week 14","Minnesota","Cincinnati",30,10,-6,42.5,2009
2009-12-13,"Week 14","Atlanta","New Orleans",23,26,10,50.5,2009
2009-12-13,"Week 14","Tampa Bay","N.Y. Jets",3,26,3.5,36.5,2009
2009-12-14,"Week 14","San Francisco","Arizona",24,9,4,44.5,2009
2009-12-17,"Week 15","Jacksonville","Indianapolis",31,35,3.5,43,2009
2009-12-19,"Week 15","New Orleans","Dallas",17,24,-7.5,53.5,2009
2009-12-20,"Week 15","Buffalo","New England",10,17,6.5,41.5,2009
2009-12-20,"Week 15","N.Y. Jets","Atlanta",7,10,-5.5,36.5,2009
2009-12-20,"Week 15","Baltimore","Chicago",31,7,-10.5,39.5,2009
2009-12-20,"Week 15","Pittsburgh","Green Bay",37,36,-2.5,41.5,2009
2009-12-20,"Week 15","Tennessee","Miami",27,24,-4.5,42.5,2009
2009-12-20,"Week 15","Denver","Oakland",19,20,-13.5,37,2009
2009-12-20,"Week 15","Kansas City","Cleveland",34,41,-1,39,2009
2009-12-20,"Week 15","L.A. Chargers","Cincinnati",27,24,-6.5,44,2009
2009-12-20,"Week 15","Philadelphia","San Francisco",27,13,-7,41,2009
2009-12-20,"Week 15","Detroit","Arizona",24,31,14,46.5,2009
2009-12-20,"Week 15","Carolina","Minnesota",26,7,9,42.5,2009
2009-12-20,"Week 15","L.A. Rams","Houston",13,16,14,43.5,2009
2009-12-20,"Week 15","Seattle","Tampa Bay",7,24,-6.5,39,2009
2009-12-21,"Week 15","Washington","N.Y. Giants",12,45,1,43.5,2009
2009-12-25,"Week 16","Tennessee","L.A. Chargers",17,42,-3,47.5,2009
2009-12-27,"Week 16","Miami","Houston",20,27,-1,47,2009
2009-12-27,"Week 16","New England","Jacksonville",35,7,-9.5,44,2009
2009-12-27,"Week 16","Cincinnati","Kansas City",17,10,-13,39.5,2009
2009-12-27,"Week 16","Cleveland","Oakland",23,9,-3,37,2009
2009-12-27,"Week 16","Pittsburgh","Baltimore",23,20,-3,43,2009
2009-12-27,"Week 16","Indianapolis","N.Y. Jets",15,29,-3,40.5,2009
2009-12-27,"Week 16","N.Y. Giants","Carolina",9,41,-9,43,2009
2009-12-27,"Week 16","Philadelphia","Denver",30,27,-7,43,2009
2009-12-27,"Week 16","Washington","Dallas",0,17,7,42,2009
2009-12-27,"Week 16","Green Bay","Seattle",48,10,-13.5,43.5,2009
2009-12-27,"Week 16","Atlanta","Buffalo",31,3,-9,40.5,2009
2009-12-27,"Week 16","New Orleans","Tampa Bay",17,20,-14,48.5,2009
2009-12-27,"Week 16","Arizona","L.A. Rams",31,10,-16,44,2009
2009-12-27,"Week 16","San Francisco","Detroit",20,6,-14,41,2009
2009-12-28,"Week 16","Chicago","Minnesota",36,30,9,41,2009
2010-01-03,"Week 17","Buffalo","Indianapolis",30,7,-9,32.5,2009
2010-01-03,"Week 17","Miami","Pittsburgh",24,30,3,46,2009
2010-01-03,"Week 17","N.Y. Jets","Cincinnati",37,0,-9.5,33.5,2009
2010-01-03,"Week 17","Cleveland","Jacksonville",23,17,-1,35.5,2009
2010-01-03,"Week 17","Houston","New England",34,27,-7,46.5,2009
2010-01-03,"Week 17","Denver","Kansas City",24,44,-9.5,38,2009
2010-01-03,"Week 17","L.A. Chargers","Washington",23,20,-3,39,2009
2010-01-03,"Week 17","Oakland","Baltimore",13,21,10,39,2009
2010-01-03,"Week 17","Dallas","Philadelphia",24,0,-3,47.5,2009
2010-01-03,"Week 17","Detroit","Chicago",23,37,4,44,2009
2010-01-03,"Week 17","Minnesota","N.Y. Giants",44,7,-9,48,2009
2010-01-03,"Week 17","Carolina","New Orleans",23,10,-10,41,2009
2010-01-03,"Week 17","Tampa Bay","Atlanta",10,20,1,41.5,2009
2010-01-03,"Week 17","Arizona","Green Bay",7,33,-3,42,2009
2010-01-03,"Week 17","L.A. Rams","San Francisco",6,28,9,39.5,2009
2010-01-03,"Week 17","Seattle","Tennessee",13,17,6,45,2009
2010-01-09,"Wildcard","Cincinnati","N.Y. Jets",14,24,-2.5,34,2009
2010-01-09,"Wildcard","Dallas","Philadelphia",34,14,-3.5,45.5,2009
2010-01-10,"Wildcard","New England","Baltimore",14,33,-3.5,43.5,2009
2010-01-10,"Wildcard","Arizona","Green Bay",51,45,2.5,48,2009
2010-01-16,"Divisional","Indianapolis","Baltimore",20,3,-6.5,44,2009
2010-01-16,"Divisional","New Orleans","Arizona",45,14,-7,57,2009
2010-01-17,"Divisional","L.A. Chargers","N.Y. Jets",14,17,-7.5,42,2009
2010-01-17,"Divisional","Minnesota","Dallas",34,3,-2.5,45.5,2009
2010-01-24,"Conference","Indianapolis","N.Y. Jets",30,17,-8,40,2009
2010-01-24,"Conference","New Orleans","Minnesota",31,28,-4,54,2009
2010-02-07,"Super Bowl","Indianapolis","New Orleans",17,31,-4.5,56.5,2009
2010-09-09,"Week 1","New Orleans","Minnesota",14,9,-4.5,48.5,2010
2010-09-12,"Week 1","Buffalo","Miami",10,15,3,39.5,2010
2010-09-12,"Week 1","New England","Cincinnati",38,24,-5,44.5,2010
2010-09-12,"Week 1","Pittsburgh","Atlanta",15,9,1,38.5,2010
2010-09-12,"Week 1","Houston","Indianapolis",34,24,1,47.5,2010
2010-09-12,"Week 1","Jacksonville","Denver",24,17,-3,40,2010
2010-09-12,"Week 1","Tennessee","Oakland",38,13,-6.5,39.5,2010
2010-09-12,"Week 1","N.Y. Giants","Carolina",31,18,-5.5,40.5,2010
2010-09-12,"Week 1","Philadelphia","Green Bay",20,27,3,47.5,2010
2010-09-12,"Week 1","Washington","Dallas",13,7,3.5,39.5,2010
2010-09-12,"Week 1","Chicago","Detroit",19,14,-6.5,44.5,2010
2010-09-12,"Week 1","Tampa Bay","Cleveland",17,14,-2.5,37,2010
2010-09-12,"Week 1","L.A. Rams","Arizona",13,17,3,39.5,2010
2010-09-12,"Week 1","Seattle","San Francisco",31,6,3,37,2010
2010-09-13,"Week 1","N.Y. Jets","Baltimore",9,10,-1,36.5,2010
2010-09-13,"Week 1","Kansas City","L.A. Chargers",21,14,4,45.5,2010
2010-09-19,"Week 2","N.Y. Jets","New England",28,14,3,39.5,2010
2010-09-19,"Week 2","Cincinnati","Baltimore",15,10,2.5,39.5,2010
2010-09-19,"Week 2","Cleveland","Kansas City",14,16,-3,38,2010
2010-09-19,"Week 2","Indianapolis","N.Y. Giants",38,14,-4,47.5,2010
2010-09-19,"Week 2","Tennessee","Pittsburgh",11,19,-6,36.5,2010
2010-09-19,"Week 2","Denver","Seattle",31,14,-3.5,41,2010
2010-09-19,"Week 2","L.A. Chargers","Jacksonville",38,13,-7,45.5,2010
2010-09-19,"Week 2","Oakland","L.A. Rams",16,14,-3,37.5,2010
2010-09-19,"Week 2","Dallas","Chicago",20,27,-7,41,2010
2010-09-19,"Week 2","Washington","Houston",27,30,2.5,43,2010
2010-09-19,"Week 2","Detroit","Philadelphia",32,35,6.5,41,2010
2010-09-19,"Week 2","Green Bay","Buffalo",34,7,-12.5,43,2010
2010-09-19,"Week 2","Minnesota","Miami",10,14,-5.5,40.5,2010
2010-09-19,"Week 2","Atlanta","Arizona",41,7,-7,43,2010
2010-09-19,"Week 2","Carolina","Tampa Bay",7,20,-4,38,2010
2010-09-20,"Week 2","San Francisco","New Orleans",22,25,4.5,43.5,2010
2010-09-26,"Week 3","Miami","N.Y. Jets",23,31,-1,35.5,2010
2010-09-26,"Week 3","New England","Buffalo",38,30,-14,42.5,2010
2010-09-26,"Week 3","Baltimore","Cleveland",24,17,-12,36.5,2010
2010-09-26,"Week 3","Houston","Dallas",13,27,-1.5,47.5,2010
2010-09-26,"Week 3","Jacksonville","Philadelphia",3,28,2,45,2010
2010-09-26,"Week 3","Denver","Indianapolis",13,27,5.5,47,2010
2010-09-26,"Week 3","Kansas City","San Francisco",31,10,2.5,38,2010
2010-09-26,"Week 3","N.Y. Giants","Tennessee",10,29,-3,43.5,2010
2010-09-26,"Week 3","Minnesota","Detroit",24,10,-13,42.5,2010
2010-09-26,"Week 3","Carolina","Cincinnati",7,20,3,37.5,2010
2010-09-26,"Week 3","New Orleans","Atlanta",24,27,-3,49.5,2010
2010-09-26,"Week 3","Tampa Bay","Pittsburgh",13,38,2,33,2010
2010-09-26,"Week 3","Arizona","Oakland",24,23,-5.5,38.5,2010
2010-09-26,"Week 3","L.A. Rams","Washington",30,16,4.5,39,2010
2010-09-26,"Week 3","Seattle","L.A. Chargers",27,20,3.5,44,2010
2010-09-27,"Week 3","Chicago","Green Bay",20,17,3,45.5,2010
2010-10-03,"Week 4","Buffalo","N.Y. Jets",14,38,5.5,36.5,2010
2010-10-03,"Week 4","Cleveland","Cincinnati",23,20,1.5,36.5,2010
2010-10-03,"Week 4","Pittsburgh","Baltimore",14,17,-2,34.5,2010
2010-10-03,"Week 4","Jacksonville","Indianapolis",31,28,7,45.5,2010
2010-10-03,"Week 4","Tennessee","Denver",20,26,-6,43.5,2010
2010-10-03,"Week 4","L.A. Chargers","Arizona",41,10,-10,47,2010
2010-10-03,"Week 4","Oakland","Houston",24,31,3.5,43.5,2010
2010-10-03,"Week 4","N.Y. Giants","Chicago",17,3,-3.5,44,2010
2010-10-03,"Week 4","Philadelphia","Washington",12,17,-5,44,2010
2010-10-03,"Week 4","Green Bay","Detroit",28,26,-14.5,46,2010
2010-10-03,"Week 4","Atlanta","San Francisco",16,14,-7,42.5,2010
2010-10-03,"Week 4","New Orleans","Carolina",16,14,-12.5,43.5,2010
2010-10-03,"Week 4","L.A. Rams","Seattle",20,3,1.5,40,2010
2010-10-04,"Week 4","Miami","New England",14,41,-1,48,2010
2010-10-10,"Week 5","Buffalo","Jacksonville",26,36,-2.5,41.5,2010
2010-10-10,"Week 5","Baltimore","Denver",31,17,-8,39.5,2010
2010-10-10,"Week 5","Cincinnati","Tampa Bay",21,24,-6.5,38,2010
2010-10-10,"Week 5","Cleveland","Atlanta",10,20,3,41.5,2010
2010-10-10,"Week 5","Houston","N.Y. Giants",10,34,-3,48.5,2010
2010-10-10,"Week 5","Indianapolis","Kansas City",19,9,-7.5,46.5,2010
2010-10-10,"Week 5","Oakland","L.A. Chargers",35,27,7,44,2010
2010-10-10,"Week 5","Dallas","Tennessee",27,34,-6.5,43.5,2010
2010-10-10,"Week 5","Washington","Green Bay",16,13,2.5,45.5,2010
2010-10-10,"Week 5","Detroit","L.A. Rams",44,6,-3,43.5,2010
2010-10-10,"Week 5","Carolina","Chicago",6,23,-2.5,33,2010
2010-10-10,"Week 5","Arizona","New Orleans",30,20,6.5,45.5,2010
2010-10-10,"Week 5","San Francisco","Philadelphia",24,27,-3,39.5,2010
2010-10-11,"Week 5","N.Y. Jets","Minnesota",29,20,-4,38,2010
2010-10-17,"Week 6","New England","Baltimore",23,20,-3,44.5,2010
2010-10-17,"Week 6","Pittsburgh","Cleveland",28,10,-14,37.5,2010
2010-10-17,"Week 6","Houston","Kansas City",35,31,-4.5,45.5,2010
2010-10-17,"Week 6","Denver","N.Y. Jets",20,24,3.5,43,2010
2010-10-17,"Week 6","N.Y. Giants","Detroit",28,20,-10,45.5,2010
2010-10-17,"Week 6","Philadelphia","Atlanta",31,17,-1,43,2010
2010-10-17,"Week 6","Washington","Indianapolis",24,27,3,44.5,2010
2010-10-17,"Week 6","Chicago","Seattle",20,23,-6,37.5,2010
2010-10-17,"Week 6","Green Bay","Miami",20,23,-3,44,2010
2010-10-17,"Week 6","Minnesota","Dallas",24,21,-1,43.5,2010
2010-10-17,"Week 6","Tampa Bay","New Orleans",6,31,5.5,43.5,2010
2010-10-17,"Week 6","L.A. Rams","L.A. Chargers",20,17,9.5,44.5,2010
2010-10-17,"Week 6","San Francisco","Oakland",17,9,-9,40.5,2010
2010-10-18,"Week 6","Jacksonville","Tennessee",3,30,3,43.5,2010
2010-10-24,"Week 7","Miami","Pittsburgh",22,23,3,40.5,2010
2010-10-24,"Week 7","Baltimore","Buffalo",37,34,-12,39.5,2010
2010-10-24,"Week 7","Tennessee","Philadelphia",37,19,-3,41,2010
2010-10-24,"Week 7","Denver","Oakland",14,59,-7,43,2010
2010-10-24,"Week 7","Kansas City","Jacksonville",42,20,-9,38.5,2010
2010-10-24,"Week 7","L.A. Chargers","New England",20,23,-2.5,48.5,2010
2010-10-24,"Week 7","Chicago","Washington",14,17,-3,40,2010
2010-10-24,"Week 7","Green Bay","Minnesota",28,24,-2.5,43.5,2010
2010-10-24,"Week 7","Atlanta","Cincinnati",39,32,-3.5,43,2010
2010-10-24,"Week 7","Carolina","San Francisco",23,20,1,36.5,2010
2010-10-24,"Week 7","New Orleans","Cleveland",17,30,-12,44,2010
2010-10-24,"Week 7","Tampa Bay","L.A. Rams",18,17,-3,39.5,2010
2010-10-24,"Week 7","Seattle","Arizona",22,10,-6.5,40.5,2010
2010-10-25,"Week 7","Dallas","N.Y. Giants",35,41,-3.5,45,2010
2010-10-31,"Week 8","New England","Minnesota",28,18,-5,44.5,2010
2010-10-31,"Week 8","N.Y. Jets","Green Bay",0,9,-6.5,41.5,2010
2010-10-31,"Week 8","Cincinnati","Miami",14,22,1,44,2010
2010-10-31,"Week 8","Kansas City","Buffalo",13,10,-7,45.5,2010
2010-10-31,"Week 8","L.A. Chargers","Tennessee",33,25,-6,45,2010
2010-10-31,"Week 8","Oakland","Seattle",33,3,-1.5,39.5,2010
2010-10-31,"Week 8","Dallas","Jacksonville",17,35,-6.5,44,2010
2010-10-31,"Week 8","Detroit","Washington",37,25,-2.5,45.5,2010
2010-10-31,"Week 8","New Orleans","Pittsburgh",20,10,-1.5,45,2010
2010-10-31,"Week 8","Arizona","Tampa Bay",35,38,-3,38,2010
2010-10-31,"Week 8","L.A. Rams","Carolina",20,10,-2.5,37,2010
2010-10-31,"Week 8","San Francisco","Denver",24,16,-2,41,2010
2010-11-01,"Week 8","Indianapolis","Houston",30,17,-5.5,50.5,2010
2010-11-07,"Week 9","Buffalo","Chicago",19,22,3,41.5,2010
2010-11-07,"Week 9","Baltimore","Miami",26,10,-5,40.5,2010
2010-11-07,"Week 9","Cleveland","New England",34,14,4,44,2010
2010-11-07,"Week 9","Houston","L.A. Chargers",23,29,3,50,2010
2010-11-07,"Week 9","Oakland","Kansas City",23,20,1,41,2010
2010-11-07,"Week 9","Philadelphia","Indianapolis",26,24,-3.5,46.5,2010
2010-11-07,"Week 9","Detroit","N.Y. Jets",20,23,5.5,42.5,2010
2010-11-07,"Week 9","Green Bay","Dallas",45,7,-7,46,2010
2010-11-07,"Week 9","Minnesota","Arizona",27,24,-7,42.5,2010
2010-11-07,"Week 9","Atlanta","Tampa Bay",27,21,-10,44.5,2010
2010-11-07,"Week 9","Carolina","New Orleans",3,34,5.5,40,2010
2010-11-07,"Week 9","Seattle","N.Y. Giants",7,41,7,40.5,2010
2010-11-08,"Week 9","Cincinnati","Pittsburgh",21,27,5,41.5,2010
2010-11-11,"Week 10","Atlanta","Baltimore",26,21,-1,43.5,2010
2010-11-14,"Week 10","Buffalo","Detroit",14,12,-1.5,45,2010
2010-11-14,"Week 10","Miami","Tennessee",29,17,-1,43,2010
2010-11-14,"Week 10","Cleveland","N.Y. Jets",20,26,3.5,37,2010
2010-11-14,"Week 10","Pittsburgh","New England",26,39,-4.5,44.5,2010
2010-11-14,"Week 10","Indianapolis","Cincinnati",23,17,-6.5,47,2010
2010-11-14,"Week 10","Jacksonville","Houston",31,24,-1,48,2010
2010-11-14,"Week 10","Denver","Kansas City",49,29,1,44,2010
2010-11-14,"Week 10","N.Y. Giants","Dallas",20,33,-11.5,46,2010
2010-11-14,"Week 10","Chicago","Minnesota",27,13,-1,41,2010
2010-11-14,"Week 10","Tampa Bay","Carolina",31,16,-7,36.5,2010
2010-11-14,"Week 10","Arizona","Seattle",18,36,-3.5,41,2010
2010-11-14,"Week 10","San Francisco","L.A. Rams",23,20,-4.5,38.5,2010
2010-11-15,"Week 10","Washington","Philadelphia",28,59,3.5,43.5,2010
2010-11-18,"Week 11","Miami","Chicago",0,16,-2.5,40,2010
2010-11-21,"Week 11","New England","Indianapolis",31,28,-4,49.5,2010
2010-11-21,"Week 11","N.Y. Jets","Houston",30,27,-6.5,46,2010
2010-11-21,"Week 11","Cincinnati","Buffalo",31,49,-4,41,2010
2010-11-21,"Week 11","Pittsburgh","Oakland",35,3,-9,41,2010
2010-11-21,"Week 11","Jacksonville","Cleveland",24,20,-2.5,43,2010
2010-11-21,"Week 11","Tennessee","Washington",16,19,-7,44,2010
2010-11-21,"Week 11","Kansas City","Arizona",31,13,-9,45,2010
2010-11-21,"Week 11","Dallas","Detroit",35,19,-5,47.5,2010
2010-11-21,"Week 11","Philadelphia","N.Y. Giants",27,17,-3.5,47.5,2010
2010-11-21,"Week 11","Minnesota","Green Bay",3,31,3,45,2010
2010-11-21,"Week 11","Carolina","Baltimore",13,37,13,37,2010
2010-11-21,"Week 11","New Orleans","Seattle",34,19,-11,44.5,2010
2010-11-21,"Week 11","L.A. Rams","Atlanta",17,34,3.5,43,2010
2010-11-21,"Week 11","San Francisco","Tampa Bay",0,21,-3.5,41,2010
2010-11-22,"Week 11","L.A. Chargers","Denver",35,14,-9,50,2010
2010-11-25,"Week 12","N.Y. Jets","Cincinnati",26,10,-10,43,2010
2010-11-25,"Week 12","Dallas","New Orleans",27,30,4.5,48,2010
2010-11-25,"Week 12","Detroit","New England",24,45,6,50.5,2010
2010-11-28,"Week 12","Buffalo","Pittsburgh",16,19,6.5,43.5,2010
2010-11-28,"Week 12","Baltimore","Tampa Bay",17,10,-7.5,41,2010
2010-11-28,"Week 12","Cleveland","Carolina",24,23,-9,37.5,2010
2010-11-28,"Week 12","Houston","Tennessee",20,0,-5,46.5,2010
2010-11-28,"Week 12","Indianapolis","L.A. Chargers",14,36,-2,50,2010
2010-11-28,"Week 12","Denver","L.A. Rams",33,36,-3,46.5,2010
2010-11-28,"Week 12","Oakland","Miami",17,33,-3,38,2010
2010-11-28,"Week 12","N.Y. Giants","Jacksonville",24,20,-8,43.5,2010
2010-11-28,"Week 12","Washington","Minnesota",13,17,1,43.5,2010
2010-11-28,"Week 12","Chicago","Philadelphia",31,26,3,41.5,2010
2010-11-28,"Week 12","Atlanta","Green Bay",20,17,-2.5,47.5,2010
2010-11-28,"Week 12","Seattle","Kansas City",24,42,1,45,2010
2010-11-29,"Week 12","Arizona","San Francisco",6,27,1,41.5,2010
2010-12-02,"Week 13","Philadelphia","Houston",34,24,-8.5,51,2010
2010-12-05,"Week 13","Miami","Cleveland",10,13,-5.5,43.5,2010
2010-12-05,"Week 13","Baltimore","Pittsburgh",10,13,-3,38,2010
2010-12-05,"Week 13","Cincinnati","New Orleans",30,34,6.5,45,2010
2010-12-05,"Week 13","Indianapolis","Dallas",35,38,-5.5,47.5,2010
2010-12-05,"Week 13","Tennessee","Jacksonville",6,17,-3,43.5,2010
2010-12-05,"Week 13","Kansas City","Denver",10,6,-9,48,2010
2010-12-05,"Week 13","L.A. Chargers","Oakland",13,28,-12.5,44.5,2010
2010-12-05,"Week 13","N.Y. Giants","Washington",31,7,-7,43,2010
2010-12-05,"Week 13","Detroit","Chicago",20,24,5,43.5,2010
2010-12-05,"Week 13","Green Bay","San Francisco",34,16,-9,41,2010
2010-12-05,"Week 13","Minnesota","Buffalo",38,14,-5,44,2010
2010-12-05,"Week 13","Tampa Bay","Atlanta",24,28,3,43.5,2010
2010-12-05,"Week 13","Arizona","L.A. Rams",6,19,3,43.5,2010
2010-12-05,"Week 13","Seattle","Carolina",31,14,-4.5,40,2010
2010-12-06,"Week 13","New England","N.Y. Jets",45,3,-4,44.5,2010
2010-12-09,"Week 14","Tennessee","Indianapolis",28,30,3,44,2010
2010-12-12,"Week 14","Buffalo","Cleveland",13,6,-1,39.5,2010
2010-12-12,"Week 14","N.Y. Jets","Miami",6,10,-5,37.5,2010
2010-12-12,"Week 14","Pittsburgh","Cincinnati",23,7,-9,39.5,2010
2010-12-12,"Week 14","Jacksonville","Oakland",38,31,-3.5,41,2010
2010-12-12,"Week 14","L.A. Chargers","Kansas City",31,0,-10,45.5,2010
2010-12-12,"Week 14","Dallas","Philadelphia",27,30,3.5,50.5,2010
2010-12-12,"Week 14","Washington","Tampa Bay",16,17,1,41,2010
2010-12-12,"Week 14","Chicago","New England",7,36,3,37.5,2010
2010-12-12,"Week 14","Detroit","Green Bay",7,3,7,45.5,2010
2010-12-12,"Week 14","Carolina","Atlanta",10,31,7,41,2010
2010-12-12,"Week 14","New Orleans","L.A. Rams",31,13,-9.5,47,2010
2010-12-12,"Week 14","Arizona","Denver",43,13,4,44.5,2010
2010-12-12,"Week 14","San Francisco","Seattle",40,21,-4.5,42.5,2010
2010-12-13,"Week 14","Houston","Baltimore",28,34,3,47,2010
2010-12-13,"Week 14","Minnesota","N.Y. Giants",3,21,4.5,43.5,2010
2010-12-16,"Week 15","L.A. Chargers","San Francisco",34,7,-10,44.5,2010
2010-12-19,"Week 15","Miami","Buffalo",14,17,-5.5,40,2010
2010-12-19,"Week 15","New England","Green Bay",31,27,-14,43.5,2010
2010-12-19,"Week 15","Baltimore","New Orleans",30,24,-1,44.5,2010
2010-12-19,"Week 15","Cincinnati","Cleveland",19,17,-1,41,2010
2010-12-19,"Week 15","Pittsburgh","N.Y. Jets",17,22,-3.5,36,2010
2010-12-19,"Week 15","Indianapolis","Jacksonville",34,24,-4,48,2010
2010-12-19,"Week 15","Tennessee","Houston",31,17,-2,47.5,2010
2010-12-19,"Week 15","Oakland","Denver",39,23,-9.5,41.5,2010
2010-12-19,"Week 15","Dallas","Washington",33,30,-9.5,43.5,2010
2010-12-19,"Week 15","N.Y. Giants","Philadelphia",31,38,-3,46.5,2010
2010-12-19,"Week 15","Carolina","Arizona",19,12,-2.5,37.5,2010
2010-12-19,"Week 15","Tampa Bay","Detroit",20,23,-3.5,43,2010
2010-12-19,"Week 15","L.A. Rams","Kansas City",13,27,-3,42.5,2010
2010-12-19,"Week 15","Seattle","Atlanta",18,34,5.5,46,2010
2010-12-20,"Week 15","Minnesota","Chicago",14,40,5.5,34,2010
2010-12-23,"Week 16","Pittsburgh","Carolina",27,3,-14,37.5,2010
2010-12-25,"Week 16","Arizona","Dallas",27,26,7,45,2010
2010-12-26,"Week 16","Buffalo","New England",3,34,9,46.5,2010
2010-12-26,"Week 16","Miami","Detroit",27,34,-3.5,41,2010
2010-12-26,"Week 16","Cincinnati","L.A. Chargers",34,20,9,43.5,2010
2010-12-26,"Week 16","Cleveland","Baltimore",10,20,3.5,39.5,2010
2010-12-26,"Week 16","Jacksonville","Washington",17,20,-7,45.5,2010
2010-12-26,"Week 16","Denver","Houston",24,23,2,49.5,2010
2010-12-26,"Week 16","Kansas City","Tennessee",34,14,-4,42.5,2010
2010-12-26,"Week 16","Oakland","Indianapolis",26,31,1,46,2010
2010-12-26,"Week 16","Chicago","N.Y. Jets",38,34,-1.5,36,2010
2010-12-26,"Week 16","Green Bay","N.Y. Giants",45,17,-3,43,2010
2010-12-26,"Week 16","Tampa Bay","Seattle",38,15,-5,43.5,2010
2010-12-26,"Week 16","L.A. Rams","San Francisco",25,17,-2,40,2010
2010-12-27,"Week 16","Atlanta","New Orleans",14,17,-2,50,2010
2010-12-28,"Week 16","Philadelphia","Minnesota",14,24,-14,44,2010
2011-01-02,"Week 17","New England","Miami",38,7,-4,44,2010
2011-01-02,"Week 17","N.Y. Jets","Buffalo",38,7,-1,39.5,2010
2011-01-02,"Week 17","Baltimore","Cincinnati",13,7,-9.5,43,2010
2011-01-02,"Week 17","Cleveland","Pittsburgh",9,41,6.5,38,2010
2011-01-02,"Week 17","Houston","Jacksonville",34,17,-4.5,47.5,2010
2011-01-02,"Week 17","Indianapolis","Tennessee",23,20,-9,47.5,2010
2011-01-02,"Week 17","Denver","L.A. Chargers",28,33,5,47.5,2010
2011-01-02,"Week 17","Kansas City","Oakland",10,31,-4.5,43,2010
2011-01-02,"Week 17","Philadelphia","Dallas",13,14,-3,43,2010
2011-01-02,"Week 17","Washington","N.Y. Giants",14,17,4.5,44.5,2010
2011-01-02,"Week 17","Detroit","Minnesota",20,13,-3.5,43.5,2010
2011-01-02,"Week 17","Green Bay","Chicago",10,3,-11,43.5,2010
