"date","type","home.team","away.team","home.score","away.score","home.line","over.under","season"
2005-09-18,"Week 2","Philadelphia","San Francisco",42,3,-13.5,40.5,2005
2005-09-18,"Week 2","Chicago","Detroit",38,6,1.5,32.5,2005
2005-09-18,"Week 2","Green Bay","Cleveland",24,26,-6,40.5,2005
2005-09-18,"Week 2","Carolina","New England",27,17,3,44,2005
2005-09-18,"Week 2","Tampa Bay","Buffalo",19,3,-3,34,2005
2005-09-18,"Week 2","Arizona","L.A. Rams",12,17,-1,44,2005
2005-09-18,"Week 2","Seattle","Atlanta",21,18,-1.5,43,2005
2005-09-19,"Week 2","Dallas","Washington",13,14,-6,35,2005
2005-09-19,"Week 2","N.Y. Giants","New Orleans",27,10,-3.5,43.5,2005
2005-09-25,"Week 3","Buffalo","Atlanta",16,24,-3,35.5,2005
2005-09-25,"Week 3","Miami","Carolina",27,24,3,35.5,2005
2005-09-25,"Week 3","N.Y. Jets","Jacksonville",20,26,-2.5,33.5,2005
2005-09-25,"Week 3","Pittsburgh","New England",20,23,-3,42,2005
2005-09-25,"Week 3","Indianapolis","Cleveland",13,6,-14,47,2005
2005-09-25,"Week 3","L.A. Chargers","N.Y. Giants",45,23,-7,43,2005
2005-09-25,"Week 3","Philadelphia","Oakland",23,20,-9,46.5,2005
2005-09-25,"Week 3","Chicago","Cincinnati",7,24,3,38,2005
2005-09-25,"Week 3","Green Bay","Tampa Bay",16,17,3,37,2005
2005-09-25,"Week 3","Minnesota","New Orleans",33,16,-4,44,2005
2005-09-25,"Week 3","L.A. Rams","Tennessee",31,27,-7,46,2005
2005-09-25,"Week 3","San Francisco","Dallas",31,34,7,40.5,2005
2005-09-25,"Week 3","Seattle","Arizona",37,12,-6.5,42,2005
2005-09-26,"Week 3","Denver","Kansas City",30,10,-3,48,2005
2005-10-02,"Week 4","New England","L.A. Chargers",17,41,-4,48,2005
2005-10-02,"Week 4","Baltimore","N.Y. Jets",13,3,-7,31,2005
2005-10-02,"Week 4","Cincinnati","Houston",16,10,-10,44,2005
2005-10-02,"Week 4","Jacksonville","Denver",7,20,-4,36,2005
2005-10-02,"Week 4","Tennessee","Indianapolis",10,31,7,46,2005
2005-10-02,"Week 4","Kansas City","Philadelphia",31,37,-1.5,45,2005
2005-10-02,"Week 4","Oakland","Dallas",19,13,-3.5,46.5,2005
2005-10-02,"Week 4","N.Y. Giants","L.A. Rams",44,24,-3.5,47,2005
2005-10-02,"Week 4","Washington","Seattle",20,17,-2,36,2005
2005-10-02,"Week 4","Atlanta","Minnesota",30,10,-6,45,2005
2005-10-02,"Week 4","New Orleans","Buffalo",19,7,-1.5,39.5,2005
2005-10-02,"Week 4","Tampa Bay","Detroit",17,13,-7,34,2005
2005-10-02,"Week 4","Arizona","San Francisco",31,14,-3,44,2005
2005-10-03,"Week 4","Carolina","Green Bay",32,29,-7,44,2005
2005-10-09,"Week 5","Buffalo","Miami",20,14,-3,34.5,2005
2005-10-09,"Week 5","N.Y. Jets","Tampa Bay",14,12,3,31.5,2005
2005-10-09,"Week 5","Cleveland","Chicago",20,10,-3,35,2005
2005-10-09,"Week 5","Houston","Tennessee",20,34,-3,41,2005
2005-10-09,"Week 5","Jacksonville","Cincinnati",23,20,-3,39,2005
2005-10-09,"Week 5","Denver","Washington",21,19,-7,34.5,2005
2005-10-09,"Week 5","Dallas","Philadelphia",33,10,3.5,44,2005
2005-10-09,"Week 5","Detroit","Baltimore",35,17,-1.5,33,2005
2005-10-09,"Week 5","Green Bay","New Orleans",52,3,-3,42,2005
2005-10-09,"Week 5","Atlanta","New England",28,31,-3,42,2005
2005-10-09,"Week 5","Arizona","Carolina",20,24,2.5,43,2005
2005-10-09,"Week 5","L.A. Rams","Seattle",31,37,-3,48.5,2005
2005-10-09,"Week 5","San Francisco","Indianapolis",3,28,16.5,45.5,2005
2005-10-10,"Week 5","L.A. Chargers","Pittsburgh",22,24,-3,47,2005
2005-10-16,"Week 6","Buffalo","N.Y. Jets",27,17,-3,33,2005
2005-10-16,"Week 6","Baltimore","Cleveland",16,3,-6,34.5,2005
2005-10-16,"Week 6","Pittsburgh","Jacksonville",17,23,-3,33,2005
2005-10-16,"Week 6","Tennessee","Cincinnati",23,31,3,45,2005
2005-10-16,"Week 6","Denver","New England",28,20,-3.5,47,2005
2005-10-16,"Week 6","Kansas City","Washington",28,21,-6.5,43,2005
2005-10-16,"Week 6","Oakland","L.A. Chargers",14,27,1.5,50,2005
2005-10-16,"Week 6","Dallas","N.Y. Giants",16,13,-3,47.5,2005
2005-10-16,"Week 6","Chicago","Minnesota",28,3,-3,37.5,2005
2005-10-16,"Week 6","Detroit","Carolina",20,21,2.5,41,2005
2005-10-16,"Week 6","New Orleans","Atlanta",31,34,6,43.5,2005
2005-10-16,"Week 6","Tampa Bay","Miami",27,13,-4.5,34.5,2005
2005-10-16,"Week 6","Seattle","Houston",42,10,-9.5,46,2005
2005-10-17,"Week 6","Indianapolis","L.A. Rams",45,28,-13.5,51,2005
2005-10-21,"Week 7","Miami","Kansas City",20,30,1,42,2005
2005-10-23,"Week 7","Cincinnati","Pittsburgh",13,27,-1.5,43,2005
2005-10-23,"Week 7","Cleveland","Detroit",10,13,-3,35,2005
2005-10-23,"Week 7","Houston","Indianapolis",20,38,14.5,44,2005
2005-10-23,"Week 7","Oakland","Buffalo",38,17,-3,42,2005
2005-10-23,"Week 7","N.Y. Giants","Denver",24,23,-2.5,46.5,2005
2005-10-23,"Week 7","Philadelphia","L.A. Chargers",20,17,-4.5,47,2005
2005-10-23,"Week 7","Washington","San Francisco",52,17,-13.5,36.5,2005
2005-10-23,"Week 7","Chicago","Baltimore",10,6,-2,30.5,2005
2005-10-23,"Week 7","Minnesota","Green Bay",23,20,-1,46,2005
2005-10-23,"Week 7","Arizona","Tennessee",20,10,-5.5,45,2005
2005-10-23,"Week 7","L.A. Rams","New Orleans",28,17,-3,46.5,2005
2005-10-23,"Week 7","Seattle","Dallas",13,10,-5,44,2005
2005-10-24,"Week 7","Atlanta","N.Y. Jets",27,14,-8,40,2005
2005-10-30,"Week 8","New England","Buffalo",21,16,-10,44,2005
2005-10-30,"Week 8","Cincinnati","Green Bay",21,14,-9.5,46,2005
2005-10-30,"Week 8","Houston","Cleveland",19,16,-1,36,2005
2005-10-30,"Week 8","Tennessee","Oakland",25,34,1,47,2005
2005-10-30,"Week 8","Denver","Philadelphia",49,21,-4,43,2005
2005-10-30,"Week 8","L.A. Chargers","Kansas City",28,20,-6,51.5,2005
2005-10-30,"Week 8","Dallas","Arizona",34,13,-9.5,39.5,2005
2005-10-30,"Week 8","N.Y. Giants","Washington",36,0,-1,43.5,2005
2005-10-30,"Week 8","Detroit","Chicago",13,19,-3,32,2005
2005-10-30,"Week 8","Carolina","Minnesota",38,13,-7,46,2005
2005-10-30,"Week 8","New Orleans","Miami",6,21,-2.5,41,2005
2005-10-30,"Week 8","L.A. Rams","Jacksonville",24,21,5.5,40.5,2005
2005-10-30,"Week 8","San Francisco","Tampa Bay",15,10,10.5,36.5,2005
2005-10-31,"Week 8","Pittsburgh","Baltimore",20,19,-13,35.5,2005
2005-11-06,"Week 9","Miami","Atlanta",10,17,2,40.5,2005
2005-11-06,"Week 9","N.Y. Jets","L.A. Chargers",26,31,6.5,41,2005
2005-11-06,"Week 9","Baltimore","Cincinnati",9,21,3,36.5,2005
2005-11-06,"Week 9","Cleveland","Tennessee",20,14,-3,35.5,2005
2005-11-06,"Week 9","Jacksonville","Houston",21,14,-13.5,36,2005
2005-11-06,"Week 9","Kansas City","Oakland",27,23,-3,50.5,2005
2005-11-06,"Week 9","Washington","Philadelphia",17,10,-3,39,2005
2005-11-06,"Week 9","Green Bay","Pittsburgh",10,20,3,38.5,2005
2005-11-06,"Week 9","Minnesota","Detroit",27,14,-2,38,2005
2005-11-06,"Week 9","New Orleans","Chicago",17,20,3,34,2005
2005-11-06,"Week 9","Tampa Bay","Carolina",14,34,-1,36,2005
2005-11-06,"Week 9","Arizona","Seattle",19,33,5.5,43,2005
2005-11-06,"Week 9","San Francisco","N.Y. Giants",6,24,11.5,43.5,2005
2005-11-07,"Week 9","New England","Indianapolis",21,40,4.5,48,2005
2005-11-13,"Week 10","Buffalo","Kansas City",14,3,-2.5,40,2005
2005-11-13,"Week 10","Miami","New England",16,23,3,42.5,2005
2005-11-13,"Week 10","Pittsburgh","Cleveland",34,21,-7.5,34,2005
2005-11-13,"Week 10","Indianapolis","Houston",31,17,-17.5,45,2005
2005-11-13,"Week 10","Jacksonville","Baltimore",30,3,-6.5,33,2005
2005-11-13,"Week 10","Oakland","Denver",17,31,3,47,2005
2005-11-13,"Week 10","N.Y. Giants","Minnesota",21,24,-9,46,2005
2005-11-13,"Week 10","Chicago","San Francisco",17,9,-13,30,2005
2005-11-13,"Week 10","Detroit","Arizona",29,21,-3.5,40,2005
2005-11-13,"Week 10","Atlanta","Green Bay",25,33,-9,42,2005
2005-11-13,"Week 10","Carolina","N.Y. Jets",30,3,-8.5,40.5,2005
2005-11-13,"Week 10","Tampa Bay","Washington",36,35,1.5,34,2005
2005-11-13,"Week 10","Seattle","L.A. Rams",31,16,-6.5,51,2005
2005-11-14,"Week 10","Philadelphia","Dallas",20,21,-2.5,41,2005
2005-11-20,"Week 11","New England","New Orleans",24,17,-8.5,48,2005
2005-11-20,"Week 11","Baltimore","Pittsburgh",16,13,3.5,33,2005
2005-11-20,"Week 11","Cincinnati","Indianapolis",37,45,5,47.5,2005
2005-11-20,"Week 11","Cleveland","Miami",22,0,-2.5,36,2005
2005-11-20,"Week 11","Houston","Kansas City",17,45,7,44.5,2005
2005-11-20,"Week 11","Tennessee","Jacksonville",28,31,3.5,39,2005
2005-11-20,"Week 11","Denver","N.Y. Jets",27,0,-14,40,2005
2005-11-20,"Week 11","L.A. Chargers","Buffalo",48,10,-11.5,43,2005
2005-11-20,"Week 11","Dallas","Detroit",20,7,-8,39,2005
2005-11-20,"Week 11","N.Y. Giants","Philadelphia",27,17,-7,40.5,2005
2005-11-20,"Week 11","Washington","Oakland",13,16,-6,44,2005
2005-11-20,"Week 11","Chicago","Carolina",13,3,3,34,2005
2005-11-20,"Week 11","Atlanta","Tampa Bay",27,30,-6,39,2005
2005-11-20,"Week 11","L.A. Rams","Arizona",28,38,-9,50,2005
2005-11-20,"Week 11","San Francisco","Seattle",25,27,12.5,41,2005
2005-11-21,"Week 11","Green Bay","Minnesota",17,20,-6,44,2005
2005-11-24,"Week 12","Dallas","Denver",21,24,2,41.5,2005
2005-11-24,"Week 12","Detroit","Atlanta",7,27,3,43.5,2005
2005-11-27,"Week 12","Buffalo","Carolina",9,13,3.5,36,2005
2005-11-27,"Week 12","N.Y. Jets","New Orleans",19,21,-2.5,37,2005
2005-11-27,"Week 12","Cincinnati","Baltimore",42,29,-9.5,37,2005
2005-11-27,"Week 12","Houston","L.A. Rams",27,33,3.5,46,2005
2005-11-27,"Week 12","Tennessee","San Francisco",33,22,-9,42.5,2005
